outcome,horizon,beta,se,lower95,upper95,n,spec_name,shock_column,shock_scale,response_type
checkable_rest_of_world_bank_qoq,5,-0.5674076767946028,0.7889238561619478,-2.1136984348720205,0.9788830812828149,114,baseline,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
checkable_rest_of_world_bank_qoq,6,-0.19440118104152027,0.8550784012031805,-1.870354847399754,1.4815524853167135,113,baseline,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
checkable_rest_of_world_bank_qoq,7,0.15064027155746318,0.8402100541240483,-1.4961714345256714,1.797451977640598,112,baseline,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
checkable_rest_of_world_bank_qoq,8,0.17528980348046896,0.7827538737603579,-1.3589077890898325,1.7094873960507702,111,baseline,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
checkable_private_domestic_bank_qoq,0,11.938745751057379,5.969007050390087,0.23949193229280752,23.63799956982195,119,baseline,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
checkable_private_domestic_bank_qoq,1,9.382842651749556,14.96933341578086,-19.957050843180927,38.722736146680035,118,baseline,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
checkable_private_domestic_bank_qoq,2,8.562789180549215,15.713230832740123,-22.235143251621423,39.36072161271986,117,baseline,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
checkable_private_domestic_bank_qoq,3,37.018511010118864,28.32386878212167,-18.49627180283961,92.53329382307734,116,baseline,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
checkable_private_domestic_bank_qoq,4,43.99170484759441,35.93856220402204,-26.447877072288783,114.43128676747762,115,baseline,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
checkable_private_domestic_bank_qoq,5,46.12849901520317,41.90595172690818,-36.007166369536854,128.26416439994318,114,baseline,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
checkable_private_domestic_bank_qoq,6,32.75955551857075,46.49083739829732,-58.36248578209201,123.88159681923351,113,baseline,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
checkable_private_domestic_bank_qoq,7,45.89759016799585,49.982218242440695,-52.06755758718791,143.86273792317962,112,baseline,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
checkable_private_domestic_bank_qoq,8,38.85533041598935,52.37780456821768,-63.80516653771729,141.51582736969598,111,baseline,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
interbank_transactions_foreign_banks_liability_qoq,0,3.383398610757385,2.3650764706785363,-1.2521512717725463,8.018948493287315,119,baseline,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
interbank_transactions_foreign_banks_liability_qoq,1,4.038465213965709,2.3867598274428237,-0.6395840478222254,8.716514475753643,118,baseline,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
interbank_transactions_foreign_banks_liability_qoq,2,4.444449066279755,3.235609335176518,-1.89734523066622,10.78624336322573,117,baseline,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
interbank_transactions_foreign_banks_liability_qoq,3,6.785858390976548,4.1705014638490105,-1.3883244781675117,14.960041260120608,116,baseline,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
interbank_transactions_foreign_banks_liability_qoq,4,7.691604152995312,4.490841147241659,-1.1104444955983404,16.493652801588965,115,baseline,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
interbank_transactions_foreign_banks_liability_qoq,5,5.758957333517516,5.372834167365989,-4.771797634519821,16.289712301554854,114,baseline,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
interbank_transactions_foreign_banks_liability_qoq,6,6.158787244352042,5.292876988235485,-4.215251652589509,16.532826141293594,113,baseline,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
interbank_transactions_foreign_banks_liability_qoq,7,6.756939096246874,5.619022576127508,-4.256345152963042,17.770223345456788,112,baseline,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
interbank_transactions_foreign_banks_liability_qoq,8,9.047408097248638,5.709609837823366,-2.1434271848851587,20.238243379382435,111,baseline,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
interbank_transactions_foreign_banks_asset_qoq,0,4.475787216068066,2.204820042427781,0.15433993290961556,8.797234499226516,119,baseline,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
interbank_transactions_foreign_banks_asset_qoq,1,4.676899564043927,2.055496141258755,0.6481271271767666,8.705672000911086,118,baseline,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
interbank_transactions_foreign_banks_asset_qoq,2,4.433749724785547,2.705447748970759,-0.8689278631971407,9.736427312768235,117,baseline,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
interbank_transactions_foreign_banks_asset_qoq,3,6.8148930554184695,2.7983970331620367,1.330034870420878,12.299751240416061,116,baseline,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
interbank_transactions_foreign_banks_asset_qoq,4,12.996131614022651,3.050435594850381,7.017277848115905,18.9749853799294,115,baseline,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
